subject,Block,Trial,array.RT,array.ACC,array.RESP,correct,loadLevel,trial_type
1301,6,1,824,1,0,0,0,comp
1301,6,2,424,1,0,0,0,inco
1301,6,3,499,1,2,2,0,neut
1301,6,4,427,1,2,2,0,neut
1301,6,5,327,0,2,0,0,comp
1301,6,6,475,1,2,2,0,neut
1301,6,7,766,1,2,2,0,comp
1301,6,8,486,1,0,0,0,neut
1301,6,9,687,0,2,0,0,neut
1301,6,10,820,0,2,0,0,inco
1301,6,11,738,1,0,0,0,neut
1301,6,12,639,1,2,2,0,neut
1301,6,13,725,1,2,2,0,inco
1301,6,14,499,1,2,2,0,inco
1301,6,15,619,1,0,0,0,inco
1301,6,16,452,1,2,2,0,inco
1301,6,17,638,1,0,0,0,neut
1301,6,18,613,1,2,2,0,inco
1301,6,19,859,1,0,0,0,comp
1301,6,20,489,1,2,2,0,neut
1301,6,21,927,0,2,0,0,neut
1301,6,22,0,0, ,0,0,neut
1301,6,23,493,1,2,2,0,neut
1301,6,24,465,1,2,2,0,neut
1301,6,25,544,1,2,2,0,inco
1301,6,26,673,1,2,2,0,inco
1301,6,27,501,1,2,2,0,inco
1301,6,28,578,1,0,0,0,comp
1301,6,29,565,1,2,2,0,inco
1301,6,30,445,1,2,2,0,neut
1301,6,31,353,1,2,2,0,comp
1301,6,32,358,1,2,2,0,comp
1301,6,33,338,0,2,0,0,inco
1301,6,34,421,1,0,0,0,inco
1301,6,35,495,1,2,2,0,neut
1301,6,36,357,1,2,2,0,inco
1301,6,37,717,1,0,0,0,inco
1301,6,38,620,0,2,0,0,comp
1301,6,39,558,1,0,0,0,inco
1301,6,40,365,1,0,0,0,comp
1301,6,41,444,1,0,0,0,comp
1301,6,42,408,1,0,0,0,comp
1301,6,43,513,1,2,2,0,neut
1301,6,44,938,1,0,0,0,inco
1301,6,45,569,1,0,0,0,neut
1301,6,46,652,1,2,2,0,comp
1301,6,47,309,0,2,0,0,comp
1301,6,48,637,1,2,2,0,comp
1301,6,49,796,1,2,2,0,comp
1301,6,50,477,1,2,2,0,neut
1301,6,51,460,1,2,2,0,inco
1301,6,52,564,1,0,0,0,neut
1301,6,53,617,0,2,0,0,comp
1301,6,54,1341,1,0,0,0,neut
1301,6,55,738,1,0,0,0,comp
1301,6,56,678,1,0,0,0,inco
1301,6,57,377,1,0,0,0,inco
1301,6,58,494,1,2,2,0,inco
1301,6,59,505,1,2,2,0,comp
1301,6,60,546,1,0,0,0,neut
1301,6,61,884,1,0,0,0,neut
1301,6,62,521,1,2,2,0,inco
1301,6,63,479,1,0,0,0,neut
1301,6,64,590,1,2,2,0,neut
1301,6,65,393,0,2,0,0,comp
1301,6,66,545,1,2,2,0,comp
1301,6,67,469,1,2,2,0,comp
1301,6,68,551,1,2,2,0,comp
1301,6,69,532,1,0,0,0,inco
1301,6,70,447,1,2,2,0,comp
1301,6,71,558,0,2,0,0,inco
1301,6,72,325,0,0,2,0,comp
1301,8,1,863,0,2,0,1,comp
1301,8,2,564,1,2,2,1,comp
1301,8,3,562,1,2,2,1,inco
1301,8,4,327,1,2,2,1,comp
1301,8,5,440,1,0,0,1,inco
1301,8,6,450,1,2,2,1,comp
1301,8,7,415,0,2,0,1,comp
1301,8,8,612,1,0,0,1,neut
1301,8,9,426,1,2,2,1,comp
1301,8,10,585,1,0,0,1,inco
1301,8,11,472,1,2,2,1,inco
1301,8,12,832,1,2,2,1,comp
1301,8,13,420,1,0,0,1,inco
1301,8,14,507,1,2,2,1,inco
1301,8,15,523,1,2,2,1,inco
1301,8,16,473,1,0,0,1,comp
1301,8,17,523,1,0,0,1,neut
1301,8,18,450,1,2,2,1,neut
1301,8,19,439,1,2,2,1,inco
1301,8,20,0,0, ,0,1,inco
1301,8,21,482,0,2,0,1,comp
1301,8,22,615,1,2,2,1,neut
1301,8,23,532,1,0,0,1,neut
1301,8,24,569,1,2,2,1,inco
1301,8,25,668,0,2,0,1,inco
1301,8,26,457,1,0,0,1,neut
1301,8,27,0,0, ,0,1,neut
1301,8,28,649,1,0,0,1,neut
1301,8,29,642,1,2,2,1,comp
1301,8,30,602,1,0,0,1,inco
1301,8,31,479,1,2,2,1,neut
1301,8,32,539,1,2,2,1,inco
1301,8,33,736,1,0,0,1,inco
1301,8,34,979,0,0,2,1,comp
1301,8,35,412,1,2,2,1,inco
1301,8,36,523,1,2,2,1,neut
1301,8,37,593,0,2,0,1,neut
1301,8,38,663,1,0,0,1,neut
1301,8,39,517,1,0,0,1,inco
1301,8,40,489,1,0,0,1,neut
1301,8,41,883,1,0,0,1,inco
1301,8,42,732,0,0,2,1,inco
1301,8,43,441,0,2,0,1,comp
1301,8,44,534,1,0,0,1,inco
1301,8,45,544,1,0,0,1,neut
1301,8,46,407,0,0,2,1,comp
1301,8,47,455,0,2,0,1,comp
1301,8,48,371,1,0,0,1,comp
1301,8,49,543,1,2,2,1,neut
1301,8,50,482,0,2,0,1,comp
1301,8,51,606,1,2,2,1,comp
1301,8,52,587,1,2,2,1,inco
1301,8,53,331,1,2,2,1,inco
1301,8,54,395,1,2,2,1,neut
1301,8,55,621,1,0,0,1,inco
1301,8,56,480,1,2,2,1,neut
1301,8,57,633,1,2,2,1,neut
1301,8,58,475,1,2,2,1,comp
1301,8,59,525,1,2,2,1,comp
1301,8,60,563,1,0,0,1,comp
1301,8,61,518,1,2,2,1,comp
1301,8,62,608,1,0,0,1,neut
1301,8,63,586,0,2,0,1,neut
1301,8,64,512,1,2,2,1,neut
1301,8,65,525,1,2,2,1,neut
1301,8,66,517,1,0,0,1,comp
1301,8,67,647,1,0,0,1,inco
1301,8,68,441,1,0,0,1,comp
1301,8,69,453,1,0,0,1,comp
1301,8,70,448,1,2,2,1,neut
1301,8,71,549,1,2,2,1,inco
1301,8,72,565,1,2,2,1,neut
1301,10,1,0,0, ,0,0,inco
1301,10,2,852,0,2,0,0,inco
1301,10,3,646,1,0,0,0,inco
1301,10,4,482,0,2,0,0,inco
1301,10,5,420,1,0,0,0,neut
1301,10,6,422,1,2,2,0,comp
1301,10,7,758,0,2,0,0,inco
1301,10,8,638,1,0,0,0,comp
1301,10,9,841,1,2,2,0,inco
1301,10,10,489,1,2,2,0,neut
1301,10,11,930,1,0,0,0,comp
1301,10,12,457,1,0,0,0,neut
1301,10,13,586,1,2,2,0,comp
1301,10,14,576,1,0,0,0,comp
1301,10,15,665,1,0,0,0,inco
1301,10,16,795,1,0,0,0,inco
1301,10,17,586,1,0,0,0,neut
1301,10,18,794,1,0,0,0,comp
1301,10,19,419,1,0,0,0,inco
1301,10,20,513,1,2,2,0,comp
1301,10,21,394,1,2,2,0,neut
1301,10,22,511,1,0,0,0,comp
1301,10,23,557,1,2,2,0,inco
1301,10,24,551,1,2,2,0,neut
1301,10,25,486,1,2,2,0,neut
1301,10,26,371,1,2,2,0,neut
1301,10,27,744,0,0,2,0,neut
1301,10,28,397,1,2,2,0,inco
1301,10,29,458,1,2,2,0,inco
1301,10,30,350,1,2,2,0,neut
1301,10,31,463,1,2,2,0,comp
1301,10,32,527,1,2,2,0,comp
1301,10,33,425,1,2,2,0,inco
1301,10,34,601,0,2,0,0,neut
1301,10,35,407,1,0,0,0,neut
1301,10,36,606,1,2,2,0,inco
1301,10,37,766,0,2,0,0,neut
1301,10,38,513,1,0,0,0,comp
1301,10,39,594,1,2,2,0,neut
1301,10,40,402,1,2,2,0,comp
1301,10,41,405,0,2,0,0,comp
1301,10,42,508,1,0,0,0,comp
1301,10,43,440,1,0,0,0,comp
1301,10,44,536,1,2,2,0,comp
1301,10,45,494,1,2,2,0,inco
1301,10,46,602,1,0,0,0,comp
1301,10,47,527,1,2,2,0,inco
1301,10,48,691,1,0,0,0,inco
1301,10,49,440,1,0,0,0,neut
1301,10,50,567,1,0,0,0,comp
1301,10,51,369,1,0,0,0,comp
1301,10,52,465,0,0,2,0,inco
1301,10,53,433,1,2,2,0,comp
1301,10,54,646,1,2,2,0,neut
1301,10,55,516,0,2,0,0,inco
1301,10,56,662,1,0,0,0,neut
1301,10,57,497,1,2,2,0,neut
1301,10,58,346,0,2,0,0,inco
1301,10,59,948,1,0,0,0,neut
1301,10,60,646,1,2,2,0,comp
1301,10,61,1142,1,2,2,0,inco
1301,10,62,511,1,2,2,0,neut
1301,10,63,550,1,2,2,0,inco
1301,10,64,395,1,2,2,0,comp
1301,10,65,430,1,2,2,0,neut
1301,10,66,669,1,0,0,0,neut
1301,10,67,638,1,0,0,0,inco
1301,10,68,464,1,2,2,0,inco
1301,10,69,608,1,0,0,0,neut
1301,10,70,876,1,0,0,0,neut
1301,10,71,453,1,2,2,0,comp
1301,10,72,897,0,0,2,0,comp
1301,12,1,0,0, ,0,1,neut
1301,12,2,0,0, ,2,1,neut
1301,12,3,312,1,2,2,1,comp
1301,12,4,558,1,0,0,1,comp
1301,12,5,536,1,0,0,1,comp
1301,12,6,664,1,0,0,1,neut
1301,12,7,506,1,2,2,1,comp
1301,12,8,603,1,0,0,1,inco
1301,12,9,634,1,0,0,1,inco
1301,12,10,770,1,2,2,1,inco
1301,12,11,669,1,2,2,1,neut
1301,12,12,0,0, ,0,1,comp
1301,12,13,482,1,2,2,1,inco
1301,12,14,599,1,0,0,1,neut
1301,12,15,506,1,2,2,1,neut
1301,12,16,578,1,2,2,1,inco
1301,12,17,535,1,2,2,1,neut
1301,12,18,387,0,2,0,1,comp
1301,12,19,483,1,2,2,1,inco
1301,12,20,448,1,2,2,1,neut
1301,12,21,496,1,2,2,1,inco
1301,12,22,435,1,2,2,1,comp
1301,12,23,0,0, ,0,1,comp
1301,12,24,406,0,2,0,1,neut
1301,12,25,0,0, ,0,1,inco
1301,12,26,495,1,2,2,1,neut
1301,12,27,380,1,2,2,1,neut
1301,12,28,545,1,0,0,1,inco
1301,12,29,387,1,2,2,1,neut
1301,12,30,514,1,2,2,1,neut
1301,12,31,518,0,2,0,1,inco
1301,12,32,458,1,2,2,1,neut
1301,12,33,505,1,2,2,1,comp
1301,12,34,695,1,0,0,1,inco
1301,12,35,358,1,2,2,1,comp
1301,12,36,694,1,0,0,1,comp
1301,12,37,634,1,0,0,1,comp
1301,12,38,440,0,2,0,1,inco
1301,12,39,539,1,0,0,1,neut
1301,12,40,408,1,0,0,1,neut
1301,12,41,582,1,2,2,1,neut
1301,12,42,734,1,0,0,1,neut
1301,12,43,577,1,2,2,1,inco
1301,12,44,497,1,0,0,1,inco
1301,12,45,462,1,2,2,1,inco
1301,12,46,441,1,2,2,1,comp
1301,12,47,351,1,2,2,1,comp
1301,12,48,314,1,2,2,1,comp
1301,12,49,319,1,2,2,1,inco
1301,12,50,585,1,2,2,1,neut
1301,12,51,505,1,0,0,1,neut
1301,12,52,557,1,0,0,1,comp
1301,12,53,398,1,0,0,1,comp
1301,12,54,379,1,0,0,1,comp
1301,12,55,475,1,0,0,1,comp
1301,12,56,488,1,0,0,1,neut
1301,12,57,594,1,2,2,1,comp
1301,12,58,548,1,0,0,1,neut
1301,12,59,515,1,2,2,1,inco
1301,12,60,598,1,0,0,1,inco
1301,12,61,575,1,2,2,1,inco
1301,12,62,587,1,0,0,1,inco
1301,12,63,501,1,2,2,1,inco
1301,12,64,469,1,2,2,1,comp
1301,12,65,526,1,2,2,1,inco
1301,12,66,398,0,2,0,1,inco
1301,12,67,541,1,0,0,1,comp
1301,12,68,674,1,2,2,1,comp
1301,12,69,319,1,2,2,1,comp
1301,12,70,367,0,2,0,1,neut
1301,12,71,479,1,0,0,1,inco
1301,12,72,351,1,0,0,1,neut
1301,14,1,902,1,0,0,0,comp
1301,14,2,402,1,2,2,0,comp
1301,14,3,629,0,2,0,0,neut
1301,14,4,491,1,0,0,0,comp
1301,14,5,479,1,2,2,0,comp
1301,14,6,369,1,2,2,0,inco
1301,14,7,315,0,2,0,0,comp
1301,14,8,599,1,2,2,0,comp
1301,14,9,339,1,0,0,0,inco
1301,14,10,433,0,0,2,0,inco
1301,14,11,1031,1,0,0,0,neut
1301,14,12,876,1,0,0,0,neut
1301,14,13,525,1,2,2,0,neut
1301,14,14,783,1,0,0,0,neut
1301,14,15,671,1,2,2,0,comp
1301,14,16,544,1,0,0,0,neut
1301,14,17,688,1,0,0,0,comp
1301,14,18,618,1,2,2,0,comp
1301,14,19,725,1,2,2,0,inco
1301,14,20,581,1,2,2,0,comp
1301,14,21,816,1,2,2,0,inco
1301,14,22,559,0,2,0,0,inco
1301,14,23,503,1,2,2,0,inco
1301,14,24,733,0,2,0,0,inco
1301,14,25,685,0,2,0,0,inco
1301,14,26,734,1,0,0,0,comp
1301,14,27,495,1,2,2,0,neut
1301,14,28,538,1,0,0,0,neut
1301,14,29,778,1,0,0,0,neut
1301,14,30,633,1,0,0,0,inco
1301,14,31,614,1,0,0,0,neut
1301,14,32,766,1,2,2,0,neut
1301,14,33,583,1,2,2,0,inco
1301,14,34,1007,1,0,0,0,inco
1301,14,35,565,1,2,2,0,inco
1301,14,36,899,1,0,0,0,comp
1301,14,37,482,1,2,2,0,comp
1301,14,38,649,1,0,0,0,neut
1301,14,39,593,1,0,0,0,comp
1301,14,40,591,1,0,0,0,inco
1301,14,41,773,1,0,0,0,comp
1301,14,42,560,1,2,2,0,comp
1301,14,43,0,0, ,2,0,inco
1301,14,44,468,1,2,2,0,comp
1301,14,45,544,1,2,2,0,comp
1301,14,46,662,1,2,2,0,inco
1301,14,47,422,1,2,2,0,neut
1301,14,48,394,1,2,2,0,neut
1301,14,49,548,1,2,2,0,neut
1301,14,50,555,0,2,0,0,neut
1301,14,51,499,1,2,2,0,neut
1301,14,52,636,1,0,0,0,inco
1301,14,53,492,1,2,2,0,comp
1301,14,54,729,0,2,0,0,inco
1301,14,55,523,1,2,2,0,neut
1301,14,56,514,1,0,0,0,inco
1301,14,57,0,0, ,0,0,comp
1301,14,58,538,1,0,0,0,comp
1301,14,59,564,1,2,2,0,inco
1301,14,60,812,1,2,2,0,inco
1301,14,61,0,0, ,0,0,neut
1301,14,62,607,0,2,0,0,inco
1301,14,63,672,1,2,2,0,inco
1301,14,64,491,1,2,2,0,neut
1301,14,65,660,1,0,0,0,comp
1301,14,66,366,1,2,2,0,neut
1301,14,67,446,1,2,2,0,comp
1301,14,68,331,1,2,2,0,neut
1301,14,69,321,0,2,0,0,comp
1301,14,70,467,1,2,2,0,neut
1301,14,71,542,1,0,0,0,neut
1301,14,72,609,1,0,0,0,inco
1301,16,1,601,1,2,2,1,comp
1301,16,2,461,1,2,2,1,neut
1301,16,3,325,1,2,2,1,neut
1301,16,4,323,1,2,2,1,comp
1301,16,5,443,1,0,0,1,comp
1301,16,6,473,1,0,0,1,neut
1301,16,7,740,1,0,0,1,inco
1301,16,8,877,0,2,0,1,neut
1301,16,9,484,1,2,2,1,neut
1301,16,10,556,1,0,0,1,comp
1301,16,11,443,1,0,0,1,inco
1301,16,12,504,1,2,2,1,neut
1301,16,13,659,1,2,2,1,comp
1301,16,14,572,1,2,2,1,inco
1301,16,15,600,1,0,0,1,comp
1301,16,16,703,1,2,2,1,neut
1301,16,17,605,1,2,2,1,inco
1301,16,18,569,1,0,0,1,comp
1301,16,19,744,1,2,2,1,inco
1301,16,20,448,1,2,2,1,comp
1301,16,21,714,1,0,0,1,comp
1301,16,22,744,1,0,0,1,comp
1301,16,23,511,1,0,0,1,neut
1301,16,24,733,0,2,0,1,inco
1301,16,25,532,1,2,2,1,neut
1301,16,26,565,1,2,2,1,comp
1301,16,27,584,1,2,2,1,inco
1301,16,28,472,1,0,0,1,neut
1301,16,29,1247,1,2,2,1,comp
1301,16,30,1426,1,0,0,1,inco
1301,16,31,632,1,0,0,1,inco
1301,16,32,532,1,0,0,1,inco
1301,16,33,652,1,0,0,1,neut
1301,16,34,579,1,0,0,1,inco
1301,16,35,581,1,2,2,1,inco
1301,16,36,471,1,0,0,1,comp
1301,16,37,471,1,0,0,1,neut
1301,16,38,554,1,0,0,1,neut
1301,16,39,560,1,2,2,1,comp
1301,16,40,642,1,0,0,1,inco
1301,16,41,659,1,0,0,1,neut
1301,16,42,346,1,0,0,1,inco
1301,16,43,553,1,2,2,1,neut
1301,16,44,426,1,0,0,1,comp
1301,16,45,1029,1,2,2,1,comp
1301,16,46,600,1,2,2,1,comp
1301,16,47,415,0,0,2,1,neut
1301,16,48,520,1,2,2,1,neut
1301,16,49,535,1,2,2,1,neut
1301,16,50,562,1,2,2,1,inco
1301,16,51,431,1,2,2,1,comp
1301,16,52,465,0,2,0,1,inco
1301,16,53,508,1,0,0,1,comp
1301,16,54,571,1,2,2,1,comp
1301,16,55,0,0, ,2,1,comp
1301,16,56,0,0, ,0,1,comp
1301,16,57,571,1,0,0,1,comp
1301,16,58,600,1,2,2,1,neut
1301,16,59,669,1,2,2,1,inco
1301,16,60,610,1,0,0,1,neut
1301,16,61,770,0,2,0,1,comp
1301,16,62,663,0,0,2,1,inco
1301,16,63,500,1,2,2,1,inco
1301,16,64,422,0,2,0,1,neut
1301,16,65,366,0,2,0,1,inco
1301,16,66,651,1,2,2,1,inco
1301,16,67,443,1,2,2,1,neut
1301,16,68,638,1,0,0,1,inco
1301,16,69,590,0,2,0,1,neut
1301,16,70,588,1,0,0,1,neut
1301,16,71,533,1,2,2,1,inco
1301,16,72,501,1,2,2,1,inco
1301,18,1,1201,1,2,2,0,comp
1301,18,2,518,1,2,2,0,inco
1301,18,3,330,0,2,0,0,neut
1301,18,4,489,1,0,0,0,comp
1301,18,5,400,1,2,2,0,comp
1301,18,6,661,1,0,0,0,neut
1301,18,7,663,1,0,0,0,neut
1301,18,8,875,1,0,0,0,inco
1301,18,9,492,1,0,0,0,comp
1301,18,10,281,1,2,2,0,comp
1301,18,11,383,1,2,2,0,comp
1301,18,12,371,0,0,2,0,neut
1301,18,13,569,1,0,0,0,inco
1301,18,14,382,1,0,0,0,neut
1301,18,15,511,1,2,2,0,comp
1301,18,16,370,0,2,0,0,neut
1301,18,17,460,1,2,2,0,neut
1301,18,18,490,1,2,2,0,inco
1301,18,19,528,1,0,0,0,comp
1301,18,20,528,1,0,0,0,inco
1301,18,21,903,0,2,0,0,inco
1301,18,22,619,1,2,2,0,inco
1301,18,23,0,0, ,0,0,neut
1301,18,24,0,0, ,2,0,comp
1301,18,25,470,1,0,0,0,comp
1301,18,26,576,1,2,2,0,neut
1301,18,27,714,1,0,0,0,comp
1301,18,28,615,1,2,2,0,inco
1301,18,29,730,1,2,2,0,inco
1301,18,30,550,1,2,2,0,comp
1301,18,31,573,0,2,0,0,inco
1301,18,32,502,1,2,2,0,neut
1301,18,33,1356,0,2,0,0,inco
1301,18,34,442,1,2,2,0,comp
1301,18,35,385,1,2,2,0,inco
1301,18,36,0,0, ,2,0,neut
1301,18,37,399,1,2,2,0,inco
1301,18,38,1217,1,0,0,0,comp
1301,18,39,1427,1,2,2,0,neut
1301,18,40,429,1,2,2,0,inco
1301,18,41,546,0,2,0,0,neut
1301,18,42,713,1,2,2,0,inco
1301,18,43,358,1,2,2,0,neut
1301,18,44,479,1,2,2,0,neut
1301,18,45,544,0,2,0,0,inco
1301,18,46,460,1,2,2,0,neut
1301,18,47,473,1,0,0,0,inco
1301,18,48,533,1,2,2,0,inco
1301,18,49,634,1,2,2,0,inco
1301,18,50,480,1,2,2,0,comp
1301,18,51,538,1,0,0,0,neut
1301,18,52,584,1,0,0,0,neut
1301,18,53,353,1,0,0,0,inco
1301,18,54,533,1,2,2,0,comp
1301,18,55,397,0,2,0,0,inco
1301,18,56,729,1,0,0,0,neut
1301,18,57,399,1,0,0,0,comp
1301,18,58,591,1,0,0,0,comp
1301,18,59,614,0,0,2,0,neut
1301,18,60,0,0, ,0,0,comp
1301,18,61,661,1,0,0,0,inco
1301,18,62,493,1,0,0,0,comp
1301,18,63,445,1,2,2,0,neut
1301,18,64,914,1,0,0,0,inco
1301,18,65,628,1,0,0,0,comp
1301,18,66,573,1,2,2,0,inco
1301,18,67,569,0,0,2,0,neut
1301,18,68,549,1,2,2,0,comp
1301,18,69,523,1,0,0,0,comp
1301,18,70,531,1,2,2,0,comp
1301,18,71,487,1,0,0,0,neut
1301,18,72,590,1,0,0,0,neut
1301,20,1,600,1,2,2,1,neut
1301,20,2,446,1,2,2,1,comp
1301,20,3,422,1,2,2,1,neut
1301,20,4,395,1,2,2,1,neut
1301,20,5,399,1,2,2,1,inco
1301,20,6,532,1,0,0,1,neut
1301,20,7,305,1,0,0,1,neut
1301,20,8,471,1,2,2,1,neut
1301,20,9,336,1,2,2,1,comp
1301,20,10,372,1,2,2,1,neut
1301,20,11,504,1,0,0,1,comp
1301,20,12,325,1,0,0,1,inco
1301,20,13,387,1,0,0,1,neut
1301,20,14,493,1,0,0,1,comp
1301,20,15,351,1,0,0,1,inco
1301,20,16,514,1,2,2,1,inco
1301,20,17,569,0,2,0,1,neut
1301,20,18,475,1,2,2,1,neut
1301,20,19,531,1,2,2,1,neut
1301,20,20,492,1,0,0,1,neut
1301,20,21,508,1,2,2,1,comp
1301,20,22,384,0,2,0,1,inco
1301,20,23,601,1,2,2,1,comp
1301,20,24,415,0,0,2,1,inco
1301,20,25,523,1,0,0,1,inco
1301,20,26,453,1,2,2,1,neut
1301,20,27,476,1,2,2,1,inco
1301,20,28,547,1,2,2,1,neut
1301,20,29,492,1,2,2,1,inco
1301,20,30,428,1,2,2,1,neut
1301,20,31,469,0,2,0,1,inco
1301,20,32,1414,1,0,0,1,comp
1301,20,33,1254,1,2,2,1,inco
1301,20,34,414,1,2,2,1,comp
1301,20,35,425,1,2,2,1,comp
1301,20,36,525,1,2,2,1,comp
1301,20,37,738,1,0,0,1,neut
1301,20,38,409,1,2,2,1,neut
1301,20,39,436,1,2,2,1,inco
1301,20,40,603,1,0,0,1,inco
1301,20,41,533,1,0,0,1,comp
1301,20,42,436,1,0,0,1,comp
1301,20,43,509,1,0,0,1,neut
1301,20,44,555,1,2,2,1,comp
1301,20,45,0,0, ,0,1,inco
1301,20,46,0,0, ,2,1,inco
1301,20,47,497,1,0,0,1,comp
1301,20,48,614,0,2,0,1,inco
1301,20,49,468,1,0,0,1,comp
1301,20,50,537,1,2,2,1,comp
1301,20,51,452,1,0,0,1,comp
1301,20,52,691,1,0,0,1,inco
1301,20,53,375,1,0,0,1,neut
1301,20,54,515,1,2,2,1,inco
1301,20,55,523,1,0,0,1,comp
1301,20,56,612,0,2,0,1,inco
1301,20,57,432,0,0,2,1,inco
1301,20,58,558,1,0,0,1,inco
1301,20,59,715,1,0,0,1,comp
1301,20,60,404,1,0,0,1,neut
1301,20,61,623,1,0,0,1,neut
1301,20,62,339,1,2,2,1,comp
1301,20,63,487,1,0,0,1,inco
1301,20,64,649,1,2,2,1,comp
1301,20,65,544,1,0,0,1,neut
1301,20,66,484,1,2,2,1,neut
1301,20,67,619,1,2,2,1,comp
1301,20,68,511,1,0,0,1,neut
1301,20,69,378,1,2,2,1,inco
1301,20,70,414,1,0,0,1,comp
1301,20,71,438,1,0,0,1,comp
1301,20,72,613,1,2,2,1,inco
1301,22,1,976,1,0,0,0,neut
1301,22,2,531,1,2,2,0,neut
1301,22,3,533,1,0,0,0,neut
1301,22,4,437,1,2,2,0,comp
1301,22,5,469,1,0,0,0,comp
1301,22,6,344,1,0,0,0,neut
1301,22,7,313,1,0,0,0,comp
1301,22,8,473,1,0,0,0,comp
1301,22,9,373,1,0,0,0,comp
1301,22,10,577,1,2,2,0,inco
1301,22,11,385,1,2,2,0,inco
1301,22,12,458,1,2,2,0,neut
1301,22,13,348,1,2,2,0,comp
1301,22,14,335,1,2,2,0,neut
1301,22,15,492,1,0,0,0,comp
1301,22,16,506,1,2,2,0,comp
1301,22,17,756,0,2,0,0,inco
1301,22,18,486,1,2,2,0,inco
1301,22,19,484,1,2,2,0,inco
1301,22,20,479,1,2,2,0,inco
1301,22,21,496,1,0,0,0,inco
1301,22,22,476,1,2,2,0,neut
1301,22,23,442,0,2,0,0,comp
1301,22,24,338,1,0,0,0,comp
1301,22,25,891,1,2,2,0,neut
1301,22,26,379,1,0,0,0,neut
1301,22,27,598,1,2,2,0,neut
1301,22,28,644,1,0,0,0,neut
1301,22,29,518,1,0,0,0,inco
1301,22,30,443,1,2,2,0,neut
1301,22,31,612,1,0,0,0,inco
1301,22,32,433,1,2,2,0,inco
1301,22,33,552,1,0,0,0,inco
1301,22,34,375,1,0,0,0,comp
1301,22,35,291,0,2,0,0,inco
1301,22,36,629,1,0,0,0,inco
1301,22,37,372,1,0,0,0,neut
1301,22,38,412,1,0,0,0,comp
1301,22,39,416,1,2,2,0,comp
1301,22,40,353,1,2,2,0,comp
1301,22,41,477,1,0,0,0,neut
1301,22,42,500,1,0,0,0,inco
1301,22,43,371,1,0,0,0,neut
1301,22,44,729,0,0,2,0,comp
1301,22,45,572,1,2,2,0,neut
1301,22,46,453,1,2,2,0,comp
1301,22,47,567,1,2,2,0,comp
1301,22,48,404,1,2,2,0,neut
1301,22,49,521,1,2,2,0,inco
1301,22,50,0,0, ,0,0,comp
1301,22,51,452,1,2,2,0,neut
1301,22,52,387,1,2,2,0,inco
1301,22,53,803,1,0,0,0,neut
1301,22,54,896,1,0,0,0,comp
1301,22,55,435,1,2,2,0,comp
1301,22,56,324,1,2,2,0,comp
1301,22,57,742,0,0,2,0,inco
1301,22,58,411,1,2,2,0,inco
1301,22,59,536,1,2,2,0,inco
1301,22,60,348,1,2,2,0,comp
1301,22,61,475,1,2,2,0,neut
1301,22,62,419,0,2,0,0,inco
1301,22,63,495,1,0,0,0,neut
1301,22,64,1011,1,2,2,0,inco
1301,22,65,673,1,0,0,0,neut
1301,22,66,765,1,0,0,0,inco
1301,22,67,434,1,0,0,0,comp
1301,22,68,427,1,0,0,0,inco
1301,22,69,475,1,0,0,0,neut
1301,22,70,724,1,0,0,0,inco
1301,22,71,469,1,2,2,0,comp
1301,22,72,462,1,2,2,0,neut
1301,24,1,0,0, ,0,1,comp
1301,24,2,657,0,0,2,1,comp
1301,24,3,572,1,0,0,1,comp
1301,24,4,349,0,0,2,1,inco
1301,24,5,365,1,2,2,1,neut
1301,24,6,540,1,2,2,1,inco
1301,24,7,350,1,2,2,1,neut
1301,24,8,528,1,0,0,1,neut
1301,24,9,569,1,0,0,1,inco
1301,24,10,541,1,2,2,1,comp
1301,24,11,484,1,2,2,1,neut
1301,24,12,497,0,2,0,1,comp
1301,24,13,525,1,2,2,1,inco
1301,24,14,552,1,0,0,1,neut
1301,24,15,596,1,0,0,1,inco
1301,24,16,462,1,2,2,1,inco
1301,24,17,526,1,0,0,1,inco
1301,24,18,496,1,0,0,1,neut
1301,24,19,555,1,0,0,1,neut
1301,24,20,828,1,2,2,1,comp
1301,24,21,561,1,0,0,1,inco
1301,24,22,537,0,0,2,1,inco
1301,24,23,530,1,2,2,1,inco
1301,24,24,559,1,2,2,1,neut
1301,24,25,442,1,2,2,1,neut
1301,24,26,473,1,2,2,1,comp
1301,24,27,473,1,2,2,1,inco
1301,24,28,502,1,2,2,1,neut
1301,24,29,497,1,2,2,1,neut
1301,24,30,412,0,2,0,1,neut
1301,24,31,390,1,0,0,1,comp
1301,24,32,593,1,2,2,1,neut
1301,24,33,536,1,0,0,1,neut
1301,24,34,724,1,0,0,1,inco
1301,24,35,463,1,2,2,1,neut
1301,24,36,467,1,0,0,1,comp
1301,24,37,503,1,2,2,1,neut
1301,24,38,516,1,0,0,1,comp
1301,24,39,591,1,0,0,1,inco
1301,24,40,693,1,0,0,1,comp
1301,24,41,484,1,0,0,1,inco
1301,24,42,432,1,0,0,1,inco
1301,24,43,497,1,2,2,1,comp
1301,24,44,537,1,0,0,1,inco
1301,24,45,467,1,2,2,1,comp
1301,24,46,565,1,2,2,1,inco
1301,24,47,568,1,0,0,1,inco
1301,24,48,480,1,2,2,1,inco
1301,24,49,431,1,0,0,1,inco
