"subject","array.type","compat","RT","ACC","WMC","Err"
"1325","Line","comp",621.214285714286,0.848484848484849,"Low_WMC",0.151515151515151
"1326","Line","comp",714,0.951048951048951,"Low_WMC",0.048951048951049
"1401","Line","comp",536.141843971631,0.986013986013986,"High_WMC",0.013986013986014
"1402","Line","comp",394.853146853147,0.993055555555556,"High_WMC",0.00694444444444442
"1403","Line","comp",455.985611510791,0.965277777777778,"High_WMC",0.0347222222222222
"1404","Line","comp",484.432624113475,0.986013986013986,"High_WMC",0.013986013986014
"1405","Line","comp",560.113636363636,0.942857142857143,"High_WMC",0.0571428571428572
"1406","Line","comp",508.835820895522,0.930555555555556,"High_WMC",0.0694444444444444
"1407","Line","comp",517.541353383459,0.970802919708029,"High_WMC",0.0291970802919708
"1408","Line","comp",444.425531914894,0.986013986013986,"High_WMC",0.013986013986014
"1409","Line","comp",627.536231884058,0.965034965034965,"High_WMC",0.034965034965035
"1410","Line","comp",586.338235294118,0.951048951048951,"High_WMC",0.048951048951049
"1411","Line","comp",496.251968503937,0.920289855072464,"High_WMC",0.0797101449275363
"1412","Line","comp",520.440559440559,0.993055555555556,"High_WMC",0.00694444444444442
"1413","Line","comp",429.529411764706,0.951048951048951,"High_WMC",0.048951048951049
"1414","Line","comp",689.926605504587,0.915966386554622,"High_WMC",0.0840336134453782
"1415","Line","comp",437.310606060606,0.929577464788732,"High_WMC",0.0704225352112676
"1416","Line","comp",557.718309859155,0.986111111111111,"High_WMC",0.0138888888888888
"1417","Line","comp",459.856115107914,0.985815602836879,"High_WMC",0.0141843971631206
"1418","Line","comp",521.377777777778,0.950704225352113,"High_WMC",0.0492957746478874
"1419","Line","comp",558.615384615385,0.993055555555556,"High_WMC",0.00694444444444442
"1420","Line","comp",492.9375,1,"High_WMC",0
"1421","Line","comp",402.622377622378,0.993055555555556,"High_WMC",0.00694444444444442
"1422","Line","comp",562.664335664336,1,"High_WMC",0
"1423","Line","comp",545.265734265734,0.993055555555556,"High_WMC",0.00694444444444442
"1424","Line","comp",408.104895104895,0.993055555555556,"High_WMC",0.00694444444444442
"1425","Line","comp",472.281481481481,0.9375,"High_WMC",0.0625
"1426","Line","comp",486.602836879433,0.979166666666667,"High_WMC",0.0208333333333334
"1301","No-Line","inco",582.401785714286,0.805755395683453,"Low_WMC",0.194244604316547
"1302","No-Line","inco",598.93661971831,0.993006993006993,"Low_WMC",0.00699300699300698
"1303","No-Line","inco",837.717948717949,0.835714285714286,"Low_WMC",0.164285714285714
"1304","No-Line","inco",540.642335766423,0.951388888888889,"Low_WMC",0.0486111111111112
"1305","No-Line","inco",436.217391304348,0.958333333333333,"Low_WMC",0.0416666666666666
"1306","No-Line","inco",634.857142857143,0.734265734265734,"Low_WMC",0.265734265734266
"1307","No-Line","inco",420.839694656489,0.909722222222222,"Low_WMC",0.0902777777777778
"1308","No-Line","inco",580.070422535211,0.993006993006993,"Low_WMC",0.00699300699300698
"1309","No-Line","inco",616.862595419847,0.922535211267606,"Low_WMC",0.0774647887323944
"1310","No-Line","inco",479.354330708661,0.933823529411765,"Low_WMC",0.0661764705882353
"1311","No-Line","inco",585.696296296296,0.950704225352113,"Low_WMC",0.0492957746478874
"1312","No-Line","inco",438.963503649635,0.951388888888889,"Low_WMC",0.0486111111111112
"1313","No-Line","inco",694.617886178862,0.878571428571429,"Low_WMC",0.121428571428571
"1314","No-Line","inco",761.975609756098,0.891304347826087,"Low_WMC",0.108695652173913
"1315","No-Line","inco",834.93023255814,0.934782608695652,"Low_WMC",0.0652173913043478
"1316","No-Line","inco",694.103092783505,0.673611111111111,"Low_WMC",0.326388888888889
"1317","No-Line","inco",694.45652173913,0.965034965034965,"Low_WMC",0.034965034965035
"1318","No-Line","inco",497.696629213483,0.674242424242424,"Low_WMC",0.325757575757576
"1319","No-Line","inco",528.828571428571,0.979020979020979,"Low_WMC",0.0209790209790209
"1320","No-Line","inco",754.318181818182,0.929577464788732,"Low_WMC",0.0704225352112676
"1321","No-Line","inco",675.333333333333,0.958333333333333,"Low_WMC",0.0416666666666666
"1322","No-Line","inco",712.0625,0.842105263157895,"Low_WMC",0.157894736842105
"1323","No-Line","inco",540.496183206107,0.929078014184397,"Low_WMC",0.0709219858156028
"1324","No-Line","inco",544.885496183206,0.909722222222222,"Low_WMC",0.0902777777777778
"1325","No-Line","inco",673.12037037037,0.76056338028169,"Low_WMC",0.23943661971831
"1326","No-Line","inco",901.867768595041,0.902985074626866,"Low_WMC",0.0970149253731343
"1401","No-Line","inco",501.122950819672,0.859154929577465,"High_WMC",0.140845070422535
"1402","No-Line","inco",413.919708029197,0.951388888888889,"High_WMC",0.0486111111111112
"1403","No-Line","inco",464.810218978102,0.951388888888889,"High_WMC",0.0486111111111112
"1404","No-Line","inco",500.725352112676,0.986111111111111,"High_WMC",0.0138888888888888
"1405","No-Line","inco",675.724409448819,0.947761194029851,"High_WMC",0.0522388059701493
"1406","No-Line","inco",539.880952380952,0.875,"High_WMC",0.125
"1407","No-Line","inco",558.08064516129,0.879432624113475,"High_WMC",0.120567375886525
"1408","No-Line","inco",471.797101449275,0.965034965034965,"High_WMC",0.034965034965035
"1409","No-Line","inco",663.367647058824,0.964539007092199,"High_WMC",0.0354609929078015
"1410","No-Line","inco",670.875,0.957746478873239,"High_WMC",0.0422535211267606
"1411","No-Line","inco",556.210526315789,0.820143884892086,"High_WMC",0.179856115107914
"1412","No-Line","inco",510.679104477612,0.937062937062937,"High_WMC",0.0629370629370629
"1413","No-Line","inco",445.616,0.880281690140845,"High_WMC",0.119718309859155
"1414","No-Line","inco",726.14953271028,0.891666666666667,"High_WMC",0.108333333333333
"1415","No-Line","inco",459.659090909091,0.916666666666667,"High_WMC",0.0833333333333334
"1416","No-Line","inco",584.776978417266,0.965277777777778,"High_WMC",0.0347222222222222
"1417","No-Line","inco",460.572519083969,0.935714285714286,"High_WMC",0.0642857142857143
"1418","No-Line","inco",543.801526717557,0.929078014184397,"High_WMC",0.0709219858156028
"1419","No-Line","inco",576.187050359712,0.965277777777778,"High_WMC",0.0347222222222222
"1420","No-Line","inco",513.161971830986,0.986111111111111,"High_WMC",0.0138888888888888
"1421","No-Line","inco",450.666666666667,0.958333333333333,"High_WMC",0.0416666666666666
"1422","No-Line","inco",602.453237410072,0.972027972027972,"High_WMC",0.027972027972028
"1423","No-Line","inco",543.929577464789,0.986111111111111,"High_WMC",0.0138888888888888
"1424","No-Line","inco",431.415384615385,0.902777777777778,"High_WMC",0.0972222222222222
"1425","No-Line","inco",500.1015625,0.888888888888889,"High_WMC",0.111111111111111
"1426","No-Line","inco",536.929133858268,0.881944444444444,"High_WMC",0.118055555555556
"1301","Line","inco",561.733333333333,0.863309352517986,"Low_WMC",0.136690647482014
"1302","Line","inco",553.415492957746,0.986111111111111,"Low_WMC",0.0138888888888888
"1303","Line","inco",646.780303030303,0.936170212765957,"Low_WMC",0.0638297872340425
"1304","Line","inco",555.325757575758,0.916666666666667,"Low_WMC",0.0833333333333334
"1305","Line","inco",428.028776978417,0.965277777777778,"Low_WMC",0.0347222222222222
"1306","Line","inco",673.850393700787,0.888111888111888,"Low_WMC",0.111888111888112
"1307","Line","inco",410.612403100775,0.895833333333333,"Low_WMC",0.104166666666667
"1308","Line","inco",578.112676056338,0.986111111111111,"Low_WMC",0.0138888888888888
"1309","Line","inco",527.771428571429,0.979020979020979,"Low_WMC",0.0209790209790209
"1310","Line","inco",457.935483870968,0.905109489051095,"Low_WMC",0.0948905109489051
"1311","Line","inco",544.115107913669,0.972027972027972,"Low_WMC",0.027972027972028
"1312","Line","inco",472.462121212121,0.916666666666667,"Low_WMC",0.0833333333333334
"1313","Line","inco",536.426356589147,0.895833333333333,"Low_WMC",0.104166666666667
"1314","Line","inco",597.382352941176,0.957746478873239,"Low_WMC",0.0422535211267606
"1315","Line","inco",623.148148148148,0.985401459854015,"Low_WMC",0.0145985401459854
"1316","Line","inco",608.804347826087,0.958333333333333,"Low_WMC",0.0416666666666666
"1317","Line","inco",687.950704225352,0.993006993006993,"Low_WMC",0.00699300699300698
"1318","Line","inco",567.954545454545,0.808823529411765,"Low_WMC",0.191176470588235
"1319","Line","inco",554.12676056338,0.993006993006993,"Low_WMC",0.00699300699300698
"1320","Line","inco",726.303703703704,0.944055944055944,"Low_WMC",0.0559440559440559
"1321","Line","inco",602.805755395683,0.965277777777778,"Low_WMC",0.0347222222222222
"1322","Line","inco",575.637795275591,0.907142857142857,"Low_WMC",0.0928571428571429
"1323","Line","inco",546.770992366412,0.935714285714286,"Low_WMC",0.0642857142857143
"1324","Line","inco",518.613636363636,0.916666666666667,"Low_WMC",0.0833333333333334
"1325","Line","inco",649.076923076923,0.77037037037037,"Low_WMC",0.22962962962963
"1326","Line","inco",747.612403100775,0.914893617021277,"Low_WMC",0.0851063829787234
"1401","Line","inco",538.872180451128,0.93006993006993,"High_WMC",0.0699300699300699
"1402","Line","inco",429.63829787234,0.979166666666667,"High_WMC",0.0208333333333334
"1403","Line","inco",490.924242424242,0.916666666666667,"High_WMC",0.0833333333333334
"1404","Line","inco",503.215827338129,0.965277777777778,"High_WMC",0.0347222222222222
"1405","Line","inco",620.9296875,0.907801418439716,"High_WMC",0.0921985815602837
"1406","Line","inco",538.727272727273,0.916666666666667,"High_WMC",0.0833333333333334
"1407","Line","inco",539.110236220472,0.913669064748201,"High_WMC",0.0863309352517986
"1408","Line","inco",472.829787234043,0.986013986013986,"High_WMC",0.013986013986014
"1409","Line","inco",660.906474820144,0.965277777777778,"High_WMC",0.0347222222222222
"1410","Line","inco",593.691176470588,0.957746478873239,"High_WMC",0.0422535211267606
"1411","Line","inco",498.767441860465,0.921428571428571,"High_WMC",0.0785714285714286
"1412","Line","inco",534.942446043165,0.965277777777778,"High_WMC",0.0347222222222222
"1413","Line","inco",477,0.902097902097902,"High_WMC",0.0979020979020979
"1414","Line","inco",686.401785714286,0.925619834710744,"High_WMC",0.0743801652892562
"1415","Line","inco",464.766129032258,0.861111111111111,"High_WMC",0.138888888888889
"1416","Line","inco",563.964028776978,0.965277777777778,"High_WMC",0.0347222222222222
"1417","Line","inco",466.850746268657,0.937062937062937,"High_WMC",0.0629370629370629
"1418","Line","inco",583.417910447761,0.950354609929078,"High_WMC",0.0496453900709219
"1419","Line","inco",593.532846715328,0.958041958041958,"High_WMC",0.041958041958042
"1420","Line","inco",527.851063829787,0.979166666666667,"High_WMC",0.0208333333333334
"1421","Line","inco",460.35,0.972222222222222,"High_WMC",0.0277777777777778
"1422","Line","inco",610.852112676056,0.986111111111111,"High_WMC",0.0138888888888888
"1423","Line","inco",561.963503649635,0.951388888888889,"High_WMC",0.0486111111111112
"1424","Line","inco",427.389705882353,0.944444444444444,"High_WMC",0.0555555555555556
"1425","Line","inco",496.8,0.902777777777778,"High_WMC",0.0972222222222222
"1426","Line","inco",518.462121212121,0.916666666666667,"High_WMC",0.0833333333333334
"1301","No-Line","neut",556.048780487805,0.884892086330935,"Low_WMC",0.115107913669065
"1302","No-Line","neut",584.678321678322,1,"Low_WMC",0
"1303","No-Line","neut",653.970588235294,0.985507246376812,"Low_WMC",0.0144927536231884
"1304","No-Line","neut",536.977611940299,0.930555555555556,"Low_WMC",0.0694444444444444
"1305","No-Line","neut",418.087591240876,0.951388888888889,"Low_WMC",0.0486111111111112
"1306","No-Line","neut",632.034482758621,0.822695035460993,"Low_WMC",0.177304964539007
"1307","No-Line","neut",388.470149253731,0.930555555555556,"Low_WMC",0.0694444444444444
"1308","No-Line","neut",550.5,0.993006993006993,"Low_WMC",0.00699300699300698
"1309","No-Line","neut",547.378571428571,0.972222222222222,"Low_WMC",0.0277777777777778
"1310","No-Line","neut",497.044247787611,0.933884297520661,"Low_WMC",0.0661157024793388
"1311","No-Line","neut",540.54609929078,0.986013986013986,"Low_WMC",0.013986013986014
"1312","No-Line","neut",418.407407407407,0.9375,"Low_WMC",0.0625
"1313","No-Line","neut",575.135714285714,0.972222222222222,"Low_WMC",0.0277777777777778
"1314","No-Line","neut",598.350746268657,0.943661971830986,"Low_WMC",0.0563380281690141
"1315","No-Line","neut",760.616541353383,0.95,"Low_WMC",0.05
"1316","No-Line","neut",621.515873015873,0.875,"Low_WMC",0.125
"1317","No-Line","neut",607.774647887324,0.986111111111111,"Low_WMC",0.0138888888888888
"1318","No-Line","neut",474.52,0.763358778625954,"Low_WMC",0.236641221374046
"1319","No-Line","neut",524.141843971631,0.979166666666667,"Low_WMC",0.0208333333333334
"1320","No-Line","neut",705.780141843972,0.986013986013986,"Low_WMC",0.013986013986014
"1321","No-Line","neut",614.489208633094,0.965277777777778,"Low_WMC",0.0347222222222222
"1322","No-Line","neut",619.110236220472,0.900709219858156,"Low_WMC",0.099290780141844
"1323","No-Line","neut",514.390977443609,0.95,"Low_WMC",0.05
"1324","No-Line","neut",488.223021582734,0.965277777777778,"Low_WMC",0.0347222222222222
"1325","No-Line","neut",641.117647058824,0.856115107913669,"Low_WMC",0.143884892086331
"1326","No-Line","neut",738.912,0.868055555555556,"Low_WMC",0.131944444444444
"1401","No-Line","neut",498.847826086957,0.965034965034965,"High_WMC",0.034965034965035
"1402","No-Line","neut",392.323529411765,0.944444444444444,"High_WMC",0.0555555555555556
"1403","No-Line","neut",446.103703703704,0.9375,"High_WMC",0.0625
"1404","No-Line","neut",480,0.993055555555556,"High_WMC",0.00694444444444442
"1405","No-Line","neut",677.213740458015,0.963235294117647,"High_WMC",0.0367647058823529
"1406","No-Line","neut",516.715328467153,0.958041958041958,"High_WMC",0.041958041958042
"1407","No-Line","neut",529.53125,0.934306569343066,"High_WMC",0.0656934306569343
"1408","No-Line","neut",442.12676056338,0.986111111111111,"High_WMC",0.0138888888888888
"1409","No-Line","neut",610.8,0.972222222222222,"High_WMC",0.0277777777777778
"1410","No-Line","neut",593.183823529412,0.944444444444444,"High_WMC",0.0555555555555556
"1411","No-Line","neut",531.656488549618,0.935714285714286,"High_WMC",0.0642857142857143
"1412","No-Line","neut",480.956834532374,0.965277777777778,"High_WMC",0.0347222222222222
"1413","No-Line","neut",424.204379562044,0.951388888888889,"High_WMC",0.0486111111111112
"1414","No-Line","neut",650.905172413793,0.943089430894309,"High_WMC",0.056910569105691
"1415","No-Line","neut",437.418604651163,0.895833333333333,"High_WMC",0.104166666666667
"1416","No-Line","neut",578.064748201439,0.965277777777778,"High_WMC",0.0347222222222222
"1417","No-Line","neut",441.260869565217,0.985714285714286,"High_WMC",0.0142857142857142
"1418","No-Line","neut",524.385185185185,0.957446808510638,"High_WMC",0.0425531914893617
"1419","No-Line","neut",533.659574468085,0.992957746478873,"High_WMC",0.00704225352112675
"1420","No-Line","neut",506.633802816901,0.986111111111111,"High_WMC",0.0138888888888888
"1421","No-Line","neut",427.801418439716,0.979166666666667,"High_WMC",0.0208333333333334
"1422","No-Line","neut",578.3125,1,"High_WMC",0
"1423","No-Line","neut",540.090909090909,0.993055555555556,"High_WMC",0.00694444444444442
"1424","No-Line","neut",404.738805970149,0.930555555555556,"High_WMC",0.0694444444444444
"1425","No-Line","neut",493.193798449612,0.895833333333333,"High_WMC",0.104166666666667
"1426","No-Line","neut",508.038167938931,0.909722222222222,"High_WMC",0.0902777777777778
"1301","Line","neut",523.232558139535,0.914893617021277,"Low_WMC",0.0851063829787234
"1302","Line","neut",540.45652173913,0.985714285714286,"Low_WMC",0.0142857142857142
"1303","Line","neut",639.589552238806,0.937062937062937,"Low_WMC",0.0629370629370629
"1304","Line","neut",554.251798561151,0.965277777777778,"Low_WMC",0.0347222222222222
"1305","Line","neut",408.197183098592,0.986111111111111,"Low_WMC",0.0138888888888888
"1306","Line","neut",631.083969465649,0.922535211267606,"Low_WMC",0.0774647887323944
"1307","Line","neut",399.575539568345,0.965277777777778,"Low_WMC",0.0347222222222222
"1308","Line","neut",551.25,1,"Low_WMC",0
"1309","Line","neut",514.588652482269,0.979166666666667,"Low_WMC",0.0208333333333334
"1310","Line","neut",451.692913385827,0.940740740740741,"Low_WMC",0.0592592592592592
"1311","Line","neut",520.202797202797,0.993055555555556,"Low_WMC",0.00694444444444442
"1312","Line","neut",451.77037037037,0.9375,"Low_WMC",0.0625
"1313","Line","neut",506.562962962963,0.944055944055944,"Low_WMC",0.0559440559440559
"1314","Line","neut",583.094202898551,0.971830985915493,"Low_WMC",0.028169014084507
"1315","Line","neut",619.563909774436,0.992537313432836,"Low_WMC",0.0074626865671642
"1316","Line","neut",594.867647058824,0.944444444444444,"Low_WMC",0.0555555555555556
"1317","Line","neut",600.135714285714,0.985915492957746,"Low_WMC",0.0140845070422535
"1318","Line","neut",525.826446280992,0.870503597122302,"Low_WMC",0.129496402877698
"1319","Line","neut",527.722222222222,1,"Low_WMC",0
"1320","Line","neut",670.885714285714,0.979020979020979,"Low_WMC",0.0209790209790209
"1321","Line","neut",567.872340425532,0.979166666666667,"Low_WMC",0.0208333333333334
"1322","Line","neut",552.352517985611,0.985815602836879,"Low_WMC",0.0141843971631206
"1323","Line","neut",539.90977443609,0.956834532374101,"Low_WMC",0.0431654676258992
"1324","Line","neut",499.589928057554,0.965277777777778,"Low_WMC",0.0347222222222222
"1325","Line","neut",623.809090909091,0.797101449275362,"Low_WMC",0.202898550724638
"1326","Line","neut",698.925925925926,0.944055944055944,"Low_WMC",0.0559440559440559
"1401","Line","neut",540.791044776119,0.943661971830986,"High_WMC",0.0563380281690141
"1402","Line","neut",409.072463768116,0.958333333333333,"High_WMC",0.0416666666666666
"1403","Line","neut",466.323741007194,0.965277777777778,"High_WMC",0.0347222222222222
"1404","Line","neut",484.347517730496,0.986013986013986,"High_WMC",0.013986013986014
"1405","Line","neut",567,0.958041958041958,"High_WMC",0.041958041958042
"1406","Line","neut",498.066666666667,0.9375,"High_WMC",0.0625
"1407","Line","neut",545.092307692308,0.948905109489051,"High_WMC",0.051094890510949
"1408","Line","neut",444.965034965035,0.993055555555556,"High_WMC",0.00694444444444442
"1409","Line","neut",634.355072463768,0.965034965034965,"High_WMC",0.034965034965035
"1410","Line","neut",567.13768115942,0.958333333333333,"High_WMC",0.0416666666666666
"1411","Line","neut",485.872180451128,0.956834532374101,"High_WMC",0.0431654676258992
"1412","Line","neut",523.928571428571,0.979020979020979,"High_WMC",0.0209790209790209
"1413","Line","neut",412.244604316547,0.972027972027972,"High_WMC",0.027972027972028
"1414","Line","neut",647.725663716814,0.91869918699187,"High_WMC",0.0813008130081301
"1415","Line","neut",466.104,0.868055555555556,"High_WMC",0.131944444444444
"1416","Line","neut",538.072463768116,0.985714285714286,"High_WMC",0.0142857142857142
"1417","Line","neut",464.021897810219,0.971631205673759,"High_WMC",0.0283687943262412
"1418","Line","neut",532.391304347826,0.958333333333333,"High_WMC",0.0416666666666666
"1419","Line","neut",564.718309859155,0.986111111111111,"High_WMC",0.0138888888888888
"1420","Line","neut",493.625,1,"High_WMC",0
"1421","Line","neut",424.591549295775,0.986111111111111,"High_WMC",0.0138888888888888
"1422","Line","neut",582.617021276596,0.979166666666667,"High_WMC",0.0208333333333334
"1423","Line","neut",542.559440559441,0.993055555555556,"High_WMC",0.00694444444444442
"1424","Line","neut",406.742857142857,0.972222222222222,"High_WMC",0.0277777777777778
"1425","Line","neut",486.226277372263,0.951388888888889,"High_WMC",0.0486111111111112
"1426","Line","neut",494.467153284672,0.958041958041958,"High_WMC",0.041958041958042
